DATA OF SHELL PLATING WITH RESPECT TO GLOBAL STRENGTH (INERTIA AROUND CENTROID) Group 98; Version 3.0, Mean shell thickness [mm],1
X [m],OUTLINE LENGTH [m],CROSS SECTION AREA OF SHELL PLATING [m2],CENTROID_X[m],CENTROID_Y[m],CENTROID_Z[m],INERTIA_X[m4],INERTIA_Y[m4],INERTIA_Z[m4],Z_Keel[m],Z_DECK[m],
-2.9984,25.2072,0.0252,-2.9984, -0.0002, 6.7915,0.3321, 0.0471, 0.285,4.1633,7.999
4.1444,28.0195,0.028,4.1444, 0.0001, 6.448,0.4723, 0.0791, 0.3932,3.5714,7.999
11.2873,30.9401,0.0309,11.2873, -0.0002, 6.1288,0.6477, 0.1199, 0.5279,3.0022,7.999
18.4302,33.7715,0.0338,18.4302, -0.0001, 5.8323,0.8507, 0.1683, 0.6824,2.4693,7.999
25.573,36.4341,0.0364,25.573, 0.0006, 5.5596,1.0745, 0.2227, 0.8518,1.9781,7.999
32.7159,38.8746,0.0389,32.7159, 0.0007, 5.3136,1.3092, 0.2806, 1.0286,1.5329,7.999
39.8587,41.0493,0.041,39.8587, 0.0027, 5.0957,1.5438, 0.3395, 1.2042,1.1378,7.999
47.0016,42.9182,0.0429,47.0016, -0.0003, 4.9121,1.7652, 0.3954, 1.3698,0.797,7.999
54.1444,44.443,0.0444,54.1444, 0.0011, 4.761,1.9598, 0.4454, 1.5144,0.5147,7.999
61.2873,45.5872,0.0455,61.2873, 0.0015, 4.6473,2.1157, 0.4861, 1.6296,0.2947,7.999
68.4302,46.3194,0.0463,68.4302, 0.0028, 4.5745,2.2198, 0.5142, 1.7056,0.1392,7.999
75.573,46.6215,0.0466,75.573, 0.0009, 4.5433,2.2643, 0.5276, 1.7366,0.0476,7.999
82.7159,46.5073,0.0465,82.7159, 0.0013, 4.5533,2.2486, 0.5265, 1.7222,0.0122,7.999
89.8587,46.0601,0.046,89.8587, -0.0002, 4.5939,2.1877, 0.5144, 1.6733,0.0113,7.999
97.0016,45.3706,0.0454,97.0016, -0.0005, 4.6594,2.0916, 0.495, 1.5967,0.0161,7.999
104.1444,44.3024,0.0443,104.1444, -0.0002, 4.7473,1.9464, 0.4671, 1.4793,0.0218,7.999
111.2873,42.566,0.0426,111.2873, 0.0003, 4.8579,1.722, 0.4273, 1.2947,0.0276,7.999
118.4302,39.7023,0.0397,118.4302, -0.001, 4.9831,1.3881, 0.3725, 1.0157,0.0311,7.999
125.573,35.2086,0.0352,125.573, 0.0001, 5.0954,0.9525, 0.3026, 0.6499,0.0288,7.999
132.7159,29.0763,0.0291,132.7159, -0.0003, 5.1361,0.5157, 0.2246, 0.2911,0.022,7.999
139.8587,22.1589,0.0222,139.8587, -0.0001, 4.995,0.21, 0.1476, 0.0624,0.1212,7.999
147.0016,0,0,147.0016, 0, 7.9973,0, 0, 0,7.9973,7.999
